 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 110 , Hockley County ,"22,254",109,24.5,"11,964",53.8%,908,4.1%,"9,245",41.5%,137,0.6%,"1,831",893,938,8.2%,"3,130","1,509","1,621",14.1%,"9,097","4,475","4,622",40.9%,"5,273","2,688","2,585",23.7%,"2,923","1,682","1,241",13.1%,"11,247","11,007",50.5%,49.5%,3.7%,118,"2,976","$29,906","5,524", 392 ,37,9.4%,185,47.2%,53,13.5%,238,62.0%,87.6,1,4.5,0,---,20,89.9,74,332.5,1,4.5,2,9.0,0,---,194,844.8,#REF!,#REF!,43,189.6,11,---,39,169.5,12,---,2,---,13,---,7,---,1,---,3,---,14,---,6,---,0,---,4,---,"3,682","21,582",17.1%,"1,370","5,898",23.2%,"2,312","15,684",14.7%,281,272,378,72.0%,"11,419",419,3.7%,"22,186","663,494,516","$29,906",908.3,384,"5,182","19,026",27%,"4,100","13,155","1,082","5,871",18.4%,8,---,4,---,8,---,3,---,8,---,5,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 111 , Hood County ,"50,214",60,119.1,"44,484",88.6%,149,0.3%,"5,056",10.1%,525,1.0%,"2,663","1,299","1,364",5.3%,"5,735","2,841","2,894",11.4%,"17,257","8,516","8,741",34.4%,"14,787","7,681","7,106",29.4%,"9,772","5,253","4,519",19.5%,"25,590","24,624",51.0%,49.0%,4.2%,213,"3,712","$36,142","6,882", 606 ,19,3.1%,206,34.0%,41,6.8%,391,65.8%,71.2,0,---,0,---,3,6.0,55,109.5,1,2.0,4,8.0,1,2.0,556,813.6,#REF!,#REF!,151,212.5,33,47.3,114,157.8,29,40.6,4,---,38,54.1,17,---,7,---,4,---,28,48.6,15,---,2,---,8,---,"5,167","48,405",10.7%,"1,816","10,539",17.2%,"3,351","37,866",8.8%,560,348,588,59.2%,"23,865",996,4.2%,"49,039","1,772,367,538","$36,142",421.6,594,"9,643","40,557",24%,"7,847","29,506","1,796","11,051",16.3%,43,63.6,14,---,12,---,7,---,4,---,1,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 112 , Hopkins County ,"34,035",86,43.5,"26,818",78.8%,"2,823",8.3%,"4,069",12.0%,325,1.0%,"2,410","1,177","1,233",7.1%,"4,605","2,233","2,372",13.5%,"12,988","6,269","6,719",38.2%,"8,641","4,347","4,294",25.4%,"5,391","3,063","2,328",15.8%,"17,089","16,946",50.2%,49.8%,3.9%,129,"2,971","$27,843","6,623", 477 ,10,2.1%,187,39.2%,42,8.8%,309,66.0%,76.1,0,---,0,---,19,55.8,64,188.0,2,5.9,3,8.8,1,2.9,342,819.7,#REF!,#REF!,96,229.1,22,51.2,85,200.9,27,65.4,4,---,26,62.8,5,---,1,---,1,---,16,---,3,---,0,---,4,---,"4,833","33,168",14.6%,"1,811","8,250",22.0%,"3,022","24,918",12.1%,485,322,505,63.8%,"17,011",663,3.9%,"33,699","938,281,257","$27,843",782.4,468,"7,714","29,077",27%,"6,264","20,666","1,450","8,411",17.2%,14,---,6,---,9,---,3,---,7,---,2,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 113 , Houston County ,"23,579",105,19.2,"14,730",62.5%,"6,571",27.9%,"2,158",9.2%,120,0.5%,"1,324",649,675,5.6%,"2,574","1,272","1,302",10.9%,"9,011","3,703","5,308",38.2%,"6,352","2,891","3,461",26.9%,"4,318","2,415","1,903",18.3%,"10,930","12,649",46.4%,53.6%,6.0%,164,"2,906","$24,807","5,131", 274 ,16,5.8%,148,54.0%,20,7.3%,148,56.3%,74.0,0,---,0,---,34,144.2,43,182.4,1,4.2,1,4.2,4,18.9,341,1070.5,#REF!,#REF!,84,258.0,10,---,77,236.8,27,85.7,4,---,22,67.0,13,---,0,---,2,---,21,80.8,10,---,2,---,1,---,"4,727","19,726",24.0%,"1,476","4,492",32.9%,"3,251","15,234",21.3%,201,184,285,64.6%,"7,887",470,6.0%,"22,685","562,746,795","$24,807","1,230.9",263,"3,811","15,800",24%,"3,151","11,362",660,"4,438",14.9%,12,---,13,---,7,---,5,---,5,---,4,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 114 , Howard County ,"32,690",89,36.2,"17,207",52.6%,"1,538",4.7%,"13,573",41.5%,372,1.1%,"2,215","1,083","1,132",6.8%,"3,936","1,927","2,009",12.0%,"13,282","5,343","7,939",40.6%,"8,530","3,715","4,815",26.1%,"4,727","2,676","2,051",14.5%,"14,744","17,946",45.1%,54.9%,4.2%,418,"7,597","$28,262","12,277", 505 ,35,6.9%,238,47.1%,54,10.7%,329,67.6%,94.5,0,---,2,6.1,61,186.6,113,345.7,1,3.1,15,45.9,1,3.1,380,1002.8,#REF!,#REF!,104,266.0,23,60.1,58,156.5,13,---,5,---,29,74.7,12,---,4,---,4,---,20,---,10,---,1,---,4,---,"7,129","27,534",25.9%,"2,357","7,362",32.0%,"4,772","20,172",23.7%,412,587,526,111.6%,"13,938",581,4.2%,"32,245","911,308,190","$28,262",902.8,487,"5,643","23,621",24%,"4,420","16,118","1,223","7,503",16.3%,13,---,4,---,7,---,3,---,8,---,9,---,9,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 115 , Hudspeth County ,"3,460",221,0.8,757,21.9%,5,0.1%,"2,662",76.9%,36,1.0%,197,94,103,5.7%,539,243,296,15.6%,"1,479",700,779,42.7%,778,393,385,22.5%,467,246,221,13.5%,"1,676","1,784",48.4%,51.6%,5.0%,1,423,"$23,252",874, 46 ,2,4.3%,14,30.4%,7,15.2%,23,59.0%,65.7,0,---,0,---,0,---,4,115.6,0,---,3,86.7,0,---,22,631.2,#REF!,#REF!,6,---,1,---,6,---,1,---,0,---,2,---,1,---,0,---,0,---,2,---,2,---,0,---,0,---,"1,055","3,252",32.4%,404,894,45.2%,651,"2,358",27.6%,52,18,49,36.7%,"1,530",77,5.0%,"3,242","75,382,984","$23,252","4,571.0",39,"1,292","2,665",48%,"1,013","1,867",279,798,35.0%,0,---,2,---,1,---,0,---,0,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 116 , Hunt County ,"83,704",43,99.5,"63,181",75.5%,"8,816",10.5%,"10,157",12.1%,"1,550",1.9%,"5,704","2,792","2,912",6.8%,"11,072","5,377","5,695",13.2%,"35,239","17,367","17,872",42.1%,"21,337","10,709","10,628",25.5%,"10,352","5,623","4,729",12.4%,"41,868","41,836",50.0%,50.0%,4.7%,200,"7,628","$28,944","15,664"," 1,171 ",60,5.1%,516,44.1%,86,7.3%,562,50.1%,67.4,2,2.4,2,2.4,73,87.2,237,283.1,1,1.2,32,38.2,5,6.0,764,942.9,#REF!,#REF!,189,235.9,55,73.6,196,228.7,71,82.4,20,---,39,46.9,22,26.5,11,---,5,---,40,48.7,18,---,5,---,12,---,"13,143","80,312",16.4%,"5,096","19,958",25.5%,"8,047","60,354",13.3%,861,853,"1,157",73.7%,"37,759","1,763",4.7%,"82,705","2,393,813,520","$28,944",841.2,"1,121","16,664","70,140",24%,"13,373","49,957","3,291","20,183",16.3%,32,43.9,15,---,13,---,7,---,13,---,8,---,9,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 117 , Hutchinson County ,"22,711",107,25.6,"17,584",77.4%,636,2.8%,"4,080",18.0%,411,1.8%,"1,633",800,833,7.2%,"3,168","1,514","1,654",13.9%,"8,290","4,101","4,189",36.5%,"6,157","3,115","3,042",27.1%,"3,463","1,944","1,519",15.2%,"11,474","11,237",50.5%,49.5%,4.0%,75,"1,646","$34,600","3,907", 342 ,19,5.6%,148,43.3%,37,10.8%,206,62.2%,83.4,0,---,0,---,9,39.6,33,145.3,1,4.4,1,4.4,1,4.4,270,971.9,#REF!,#REF!,82,293.2,18,---,53,191.8,15,---,5,---,22,77.5,12,---,0,---,1,---,10,---,2,---,1,---,1,---,"2,916","21,454",13.6%,"1,001","5,492",18.2%,"1,915","15,962",12.0%,264,152,329,46.2%,"11,128",449,4.0%,"21,736","752,065,600","$34,600",887.4,331,"4,335","18,118",24%,"3,420","12,618",915,"5,500",16.6%,8,---,6,---,3,---,2,---,4,---,9,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 118 , Irion County ,"1,723",239,1.6,"1,297",75.3%,3,0.2%,420,24.4%,3,0.2%,56,24,32,3.3%,173,88,85,10.0%,622,306,316,36.1%,511,259,252,29.7%,361,178,183,21.0%,855,868,49.6%,50.4%,3.0%,0,33,"$31,785",159, 12 ,1,8.3%,7,58.3%,2,16.7%,8,66.7%,39.2,0,---,0,---,2,116.1,4,232.2,0,---,0,---,0,---,13,---,#REF!,#REF!,1,---,2,---,1,---,1,---,0,---,1,---,0,---,1,---,1,---,1,---,0,---,0,---,1,---,141,"1,739",8.1%,46,364,12.6%,95,"1,375",6.9%,6,2,10,20.0%,928,28,3.0%,"1,722","54,733,770","$31,785","1,051.5",12,410,"1,436",29%,338,"1,102",72,334,21.6%,0,---,0,---,0,---,0,---,1,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 119 , Jack County ,"8,839",175,9.6,"7,545",85.4%,438,5.0%,777,8.8%,79,0.9%,520,255,265,5.9%,"1,055",549,506,11.9%,"3,669","1,414","2,255",41.5%,"2,199","1,053","1,146",24.9%,"1,396",784,612,15.8%,"4,055","4,784",45.9%,54.1%,3.1%,6,273,"$29,509","1,002", 93 ,3,3.2%,36,38.7%,11,11.8%,57,63.3%,65.8,0,---,0,---,4,45.3,8,90.5,1,11.3,2,22.6,0,---,85,798.5,#REF!,#REF!,25,224.7,8,---,19,---,7,---,1,---,3,---,4,---,1,---,0,---,4,---,4,---,0,---,2,---,"1,004","7,712",13.0%,287,"1,799",16.0%,717,"5,913",12.1%,99,31,92,33.7%,"4,989",156,3.1%,"8,814","260,092,326","$29,509",916.6,90,"1,623","6,318",26%,"1,261","4,551",362,"1,767",20.5%,1,---,3,---,1,---,1,---,2,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 120 , Jackson County ,"14,732",139,17.8,"9,380",63.7%,"1,132",7.7%,"4,097",27.8%,123,0.8%,"1,080",535,545,7.3%,"1,987",929,"1,058",13.5%,"5,592","2,768","2,824",38.0%,"3,788","1,885","1,903",25.7%,"2,285","1,287",998,15.5%,"7,404","7,328",50.3%,49.7%,3.8%,95,"1,250","$27,370","2,698", 221 ,20,9.0%,118,53.4%,16,7.2%,158,74.2%,79.8,0,---,1,6.8,16,108.6,49,332.6,0,---,36,244.4,0,---,135,716.5,#REF!,#REF!,47,245.4,6,---,29,161.4,8,---,3,---,8,---,5,---,0,---,3,---,5,---,0,---,0,---,2,---,"2,009","13,799",14.6%,739,"3,458",21.4%,"1,270","10,341",12.3%,181,102,207,49.3%,"6,658",256,3.8%,"14,040","384,274,800","$27,370",829.5,213,"2,958","11,852",25%,"2,357","8,353",601,"3,499",17.2%,3,---,3,---,2,---,2,---,3,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 121 , Jasper County ,"35,225",82,37.6,"26,999",76.6%,"6,289",17.9%,"1,662",4.7%,275,0.8%,"2,373","1,152","1,221",6.7%,"4,609","2,266","2,343",13.1%,"13,144","6,486","6,658",37.3%,"9,396","4,761","4,635",26.7%,"5,703","3,155","2,548",16.2%,"17,820","17,405",50.6%,49.4%,5.7%,179,"5,255","$28,230","9,062", 486 ,24,4.9%,224,46.1%,49,10.1%,313,67.7%,74.9,0,---,0,---,50,141.9,113,320.8,0,---,0,---,2,5.8,376,904.6,#REF!,#REF!,116,277.9,23,53.3,78,178.6,25,55.7,5,---,18,---,6,---,5,---,2,---,22,61.2,8,---,2,---,3,---,"6,968","33,554",20.8%,"2,459","8,357",29.4%,"4,509","25,197",17.9%,430,330,482,68.5%,"15,538",883,5.7%,"34,456","972,692,880","$28,230",937.4,462,"5,909","28,242",21%,"4,811","19,977","1,098","8,265",13.3%,19,---,6,---,12,---,6,---,9,---,1,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 122 , Jeff Davis County ,"2,643",232,1.2,"1,659",62.8%,22,0.8%,949,35.9%,13,0.5%,121,54,67,4.6%,229,114,115,8.7%,910,445,465,34.4%,839,414,425,31.7%,544,267,277,20.6%,"1,294","1,349",49.0%,51.0%,3.4%,0,42,"$24,746",346, 11 ,0,0.0%,2,18.2%,3,27.3%,9,81.8%,24.7,1,37.8,0,---,0,---,0,---,0,---,0,---,0,---,16,---,#REF!,#REF!,6,---,0,---,2,---,0,---,0,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,1,---,287,"2,196",13.1%,88,410,21.5%,199,"1,786",11.1%,20,9,16,56.3%,"1,184",40,3.4%,"2,248","55,629,008","$24,746","2,264.4",11,782,"1,767",44%,653,"1,384",129,383,33.7%,0,---,0,---,0,---,0,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 123 , Jefferson County ,"246,103",19,272.4,"111,763",45.4%,"85,709",34.8%,"37,080",15.1%,"11,551",4.7%,"17,121","8,404","8,717",7.0%,"33,219","16,391","16,828",13.5%,"106,447","48,654","57,793",43.3%,"58,337","29,485","28,852",23.7%,"30,979","18,166","12,813",12.6%,"121,100","125,003",49.2%,50.8%,5.5%,"1,281","29,801","$33,795","53,078"," 3,615 ",157,4.3%,"1,810",50.1%,382,10.6%,"2,373",71.2%,74.3,10,4.2,41,16.7,585,237.7,894,363.3,0,---,1,0.4,65,27.1,"2,462",962.1,#REF!,#REF!,613,238.5,171,65.7,485,191.5,147,58.0,49,34.9,121,47.3,55,21.8,22,6.1,21,5.8,134,53.4,57,22.5,32,12.8,29,11.9,"38,641","225,539",17.1%,"14,202","57,975",24.5%,"24,439","167,564",14.6%,"2,736","2,566","3,668",70.0%,"112,551","6,208",5.5%,"242,372","8,190,961,740","$33,795",903.6,"3,331","44,588","196,631",23%,"37,043","138,112","7,545","58,519",12.9%,101,37.8,60,23.3,37,14.9,33,32.8,70,27.3,37,14.6,35,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 124 , Jim Hogg County ,"5,081",202,4.5,443,8.7%,19,0.4%,"4,589",90.3%,30,0.6%,384,185,199,7.6%,742,358,384,14.6%,"2,041","1,003","1,038",40.2%,"1,140",553,587,22.4%,774,435,339,15.2%,"2,534","2,547",49.9%,50.1%,3.8%,40,"1,234","$27,298","1,650", 94 ,14,14.9%,57,60.6%,11,11.7%,62,68.9%,93.7,0,---,0,---,2,39.4,11,216.5,0,---,1,19.7,0,---,51,835.4,#REF!,#REF!,19,---,6,---,6,---,0,---,1,---,2,---,2,---,1,---,0,---,3,---,3,---,0,---,0,---,"1,121","4,907",22.8%,427,"1,326",32.2%,694,"3,581",19.4%,88,66,93,71.0%,"2,745",105,3.8%,"4,952","135,179,696","$27,298","1,136.1",90,804,"4,225",19%,670,"2,888",134,"1,337",10.0%,0,---,0,---,1,---,0,---,2,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 125 , Jim Wells County ,"41,251",73,47.7,"8,795",21.3%,198,0.5%,"31,956",77.5%,302,0.7%,"3,367","1,646","1,721",8.2%,"6,473","3,138","3,335",15.7%,"16,538","8,316","8,222",40.1%,"9,606","4,854","4,752",23.3%,"5,267","2,990","2,277",12.8%,"20,944","20,307",50.8%,49.2%,4.0%,279,"7,497","$29,523","13,641", 747 ,70,9.4%,433,58.0%,60,8.0%,325,47.5%,89.8,2,4.8,0,---,30,72.7,179,433.9,0,---,1,2.4,1,2.4,339,815.5,#REF!,#REF!,117,281.6,12,---,68,161.4,14,---,5,---,11,---,16,---,3,---,1,---,14,---,11,---,1,---,5,---,"8,951","40,551",22.1%,"3,580","11,665",30.7%,"5,371","28,886",18.6%,705,516,740,69.7%,"21,196",851,4.0%,"41,115","1,213,838,145","$29,523",864.5,684,"8,745","35,886",24%,"7,193","24,353","1,552","11,533",13.5%,7,---,6,---,5,---,7,---,6,---,11,---,9,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 126 , Johnson County ,"154,349",24,211.6,"121,067",78.4%,"4,209",2.7%,"26,237",17.0%,"2,836",1.8%,"10,770","5,277","5,493",7.0%,"23,482","11,395","12,087",15.2%,"65,528","32,050","33,478",42.5%,"38,508","19,390","19,118",24.9%,"16,061","8,944","7,117",10.4%,"77,056","77,293",49.9%,50.1%,4.2%,450,"11,314","$29,347","22,188"," 2,084 ",96,4.6%,714,34.3%,178,8.5%,"1,270",63.9%,65.0,5,3.3,0,---,58,37.6,293,189.8,9,5.8,37,24.0,7,4.6,"1,087",820.7,#REF!,#REF!,299,235.5,73,58.4,246,178.5,76,55.8,28,36.4,68,53.2,31,22.5,17,---,10,---,62,41.6,29,18.4,4,---,17,---,"16,531","146,636",11.3%,"6,343","38,660",16.4%,"10,188","107,976",9.4%,"1,778","1,093","2,091",52.3%,"72,003","3,029",4.2%,"149,364","4,383,385,308","$29,347",729.4,"1,987","33,736","136,195",25%,"26,098","95,997","7,638","40,198",19.0%,19,---,21,15.5,16,---,9,---,22,17.0,10,---,20,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 127 , Jones County ,"20,319",116,21.8,"13,131",64.6%,"2,321",11.4%,"4,672",23.0%,195,1.0%,"1,073",523,550,5.3%,"2,232","1,054","1,178",11.0%,"9,341","2,829","6,512",46.0%,"4,772","2,161","2,611",23.5%,"2,901","1,596","1,305",14.3%,"8,163","12,156",40.2%,59.8%,4.8%,7,481,"$23,368","2,937", 192 ,10,5.2%,83,43.2%,20,10.4%,111,61.3%,67.9,1,6.5,0,---,13,64.0,39,191.9,0,---,3,14.8,0,---,162,719.2,#REF!,#REF!,38,163.4,9,---,39,172.5,12,---,1,---,11,---,7,---,1,---,1,---,5,---,3,---,1,---,3,---,"2,914","14,180",20.6%,987,"3,428",28.8%,"1,927","10,752",17.9%,207,83,189,43.9%,"7,657",369,4.8%,"19,257","449,997,576","$23,368",931.0,181,"2,681","11,752",23%,"2,131","8,382",550,"3,370",16.3%,13,---,7,---,6,---,0,---,0,---,5,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 128 , Karnes County ,"15,442",137,20.6,"6,163",39.9%,"1,443",9.3%,"7,737",50.1%,99,0.6%,883,433,450,5.7%,"1,660",810,850,10.7%,"7,437","2,411","5,026",48.2%,"3,441","1,512","1,929",22.3%,"2,021","1,127",894,13.1%,"6,293","9,149",40.8%,59.2%,5.7%,43,"2,198","$20,175","3,696", 166 ,14,8.4%,91,54.8%,20,12.0%,80,60.2%,68.9,0,---,0,---,1,6.5,36,233.1,0,---,4,25.9,0,---,156,945.4,#REF!,#REF!,51,302.8,6,---,25,155.9,9,---,0,---,9,---,7,---,1,---,0,---,11,---,7,---,1,---,2,---,"3,026","11,439",26.5%,954,"2,961",32.2%,"2,072","8,478",24.4%,151,107,164,65.2%,"5,215",295,5.7%,"15,036","303,351,300","$20,175",750.3,133,"2,460","9,681",25%,"1,992","6,734",468,"2,947",15.9%,2,---,2,---,4,---,0,---,3,---,4,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 129 , Kaufman County ,"96,498",39,122.8,"70,586",73.1%,"9,735",10.1%,"15,000",15.5%,"1,177",1.2%,"6,831","3,353","3,478",7.1%,"14,120","6,847","7,273",14.6%,"41,076","19,995","21,081",42.6%,"24,336","12,245","12,091",25.2%,"10,135","5,629","4,506",10.5%,"48,069","48,429",49.8%,50.2%,4.7%,422,"7,732","$29,430","15,284"," 1,517 ",61,4.0%,521,34.3%,133,8.8%,846,59.7%,75.9,3,3.1,9,9.3,112,116.1,238,246.6,2,2.1,13,13.5,6,6.2,786,907.4,#REF!,#REF!,184,218.1,48,58.4,170,188.7,54,62.9,16,---,51,62.9,28,28.9,11,---,11,---,42,44.8,26,26.8,7,---,17,---,"10,396","94,566",11.0%,"4,117","26,040",15.8%,"6,279","68,526",9.2%,"1,221",690,"1,540",44.8%,"45,384","2,149",4.7%,"96,458","2,838,758,940","$29,430",786.0,"1,417","22,449","90,990",25%,"16,989","63,313","5,460","27,677",19.7%,29,36.5,16,---,11,---,3,---,14,---,8,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 130 , Kendall County ,"31,816",91,48.0,"25,757",81.0%,75,0.2%,"5,799",18.2%,185,0.6%,"1,677",818,859,5.3%,"3,974","1,945","2,029",12.5%,"11,238","5,607","5,631",35.3%,"10,407","5,470","4,937",32.7%,"4,520","2,407","2,113",14.2%,"16,247","15,569",51.1%,48.9%,3.5%,36,"1,221","$44,325","2,893", 352 ,13,3.7%,69,19.6%,28,8.0%,234,74.1%,62.8,4,12.6,1,3.1,3,9.4,28,88.0,1,3.1,26,81.7,1,3.1,263,774.4,#REF!,#REF!,62,178.7,15,---,63,178.1,21,59.0,5,---,19,---,8,---,3,---,1,---,18,---,4,---,1,---,10,---,"2,637","30,819",8.6%,952,"7,424",12.8%,"1,685","23,395",7.2%,211,100,334,29.9%,"15,430",547,3.5%,"31,171","1,381,654,575","$44,325",662.4,316,"7,492","27,720",27%,"5,811","19,872","1,681","7,848",21.4%,9,---,4,---,9,---,2,---,1,---,3,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
