 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 10 , Bandera County ,"19,773",119,25.0,"16,876",85.3%,63,0.3%,"2,658",13.4%,176,0.9%,926,456,470,4.7%,"2,327","1,156","1,171",11.8%,"6,734","3,374","3,360",34.1%,"6,444","3,320","3,124",32.6%,"3,342","1,649","1,693",16.9%,"9,955","9,818",50.3%,49.7%,4.3%,74,"1,551","$30,512","2,614", 173 ,8,4.6%,56,32.4%,19,11.0%,106,70.2%,51.3,1,5.1,0,---,1,5.1,14,70.8,0,---,6,30.3,0,---,180,788.6,#REF!,#REF!,37,167.4,10,---,57,219.2,13,---,1,---,14,---,5,---,1,---,0,---,11,---,4,---,0,---,4,---,"2,629","19,917",13.2%,919,"4,216",21.8%,"1,710","15,701",10.9%,199,71,160,44.4%,"9,758",416,4.3%,"19,641","599,286,192","$30,512",791.7,151,"5,627","17,004",33%,"4,339","12,536","1,288","4,468",28.8%,3,---,0,---,9,---,2,---,3,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 11 , Bastrop County ,"71,726",48,80.7,"44,858",62.5%,"5,765",8.0%,"20,404",28.4%,699,1.0%,"4,937","2,416","2,521",6.9%,"10,550","5,058","5,492",14.7%,"30,240","14,282","15,958",42.2%,"19,005","9,120","9,885",26.5%,"6,994","3,821","3,173",9.8%,"34,697","37,029",48.4%,51.6%,4.7%,337,"6,428","$25,021","11,365"," 1,004 ",35,3.5%,355,35.4%,71,7.1%,612,64.4%,70.3,3,4.2,2,2.8,58,80.9,150,209.1,8,11.2,45,62.7,0,---,501,829.4,#REF!,#REF!,108,185.4,17,---,113,180.6,42,66.6,3,---,43,74.7,23,39.9,7,---,7,---,40,55.6,24,34.0,1,---,12,---,"8,096","69,197",11.7%,"3,275","17,896",18.3%,"4,821","51,301",9.4%,955,476,972,49.0%,"34,185","1,590",4.7%,"70,293","1,758,801,153","$25,021",888.4,950,"16,341","63,362",26%,"11,868","44,303","4,473","19,059",23.5%,10,---,7,---,6,---,6,---,4,---,8,---,14,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 12 , Baylor County ,"4,041",210,4.6,"3,441",85.2%,153,3.8%,407,10.1%,40,1.0%,220,105,115,5.4%,433,210,223,10.7%,"1,290",647,643,31.9%,"1,113",581,532,27.5%,985,554,431,24.4%,"2,097","1,944",51.9%,48.1%,4.2%,15,546,"$23,078",971, 52 ,2,3.8%,13,25.0%,3,5.8%,36,102.9%,80.4,0,---,0,---,4,99.0,3,74.2,0,---,0,---,0,---,52,685.4,#REF!,#REF!,12,---,2,---,13,---,3,---,1,---,4,---,1,---,0,---,0,---,3,---,2,---,0,---,0,---,677,"3,740",18.1%,250,845,29.6%,427,"2,895",14.7%,61,32,49,65.3%,"1,926",80,4.2%,"3,818","88,111,804","$23,078",870.8,35,632,"2,988",21%,505,"2,121",127,867,14.6%,3,---,3,---,2,---,2,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 13 , Bee County ,"33,207",87,37.7,"11,080",33.4%,"3,081",9.3%,"18,783",56.6%,263,0.8%,"2,069","1,011","1,058",6.2%,"3,913","1,933","1,980",11.8%,"17,172","5,302","11,870",51.7%,"6,490","3,260","3,230",19.5%,"3,563","2,002","1,561",10.7%,"13,508","19,699",40.7%,59.3%,6.4%,263,"4,346","$19,368","7,041", 436 ,29,6.7%,230,52.8%,34,7.8%,130,59.6%,82.2,0,---,0,---,5,15.1,81,243.9,0,---,29,87.3,2,7.7,209,728.3,#REF!,#REF!,54,191.6,12,---,45,158.8,13,---,6,---,8,---,9,---,1,---,3,---,12,---,5,---,1,---,6,---,"6,885","24,856",27.7%,"2,309","6,852",33.7%,"4,576","18,004",25.4%,450,337,417,80.8%,"11,438",728,6.4%,"32,469","628,859,592","$19,368",880.1,218,"5,369","21,334",25%,"4,185","14,629","1,184","6,705",17.7%,0,---,4,---,5,---,2,---,10,---,6,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 14 , Bell County ,"269,073",17,253.9,"141,113",52.4%,"60,944",22.6%,"53,422",19.9%,"13,594",5.1%,"26,183","12,832","13,351",9.7%,"38,833","19,008","19,825",14.4%,"129,085","62,031","67,054",48.0%,"52,325","26,908","25,417",19.4%,"22,647","13,067","9,580",8.4%,"133,846","135,227",49.7%,50.3%,5.0%,"1,388","25,995","$32,612","40,744"," 6,115 ",212,3.5%,"1,836",30.0%,491,8.0%,"4,695",76.3%,98.6,4,1.5,2,0.7,"1,004",373.1,"2,418",898.6,4,1.5,169,62.8,6,2.2,"1,691",849.0,#REF!,#REF!,483,249.4,91,47.1,399,203.9,122,64.4,31,26.9,53,27.9,74,39.0,34,5.6,35,5.7,73,28.9,40,15.2,13,---,20,---,"31,989","247,977",12.9%,"15,314","78,938",19.4%,"16,675","169,039",9.9%,"1,831","1,933","6,162",31.4%,"115,723","5,806",5.0%,"265,988","8,674,400,656","$32,612","1,059.7","6,155","53,661","245,675",22%,"41,613","159,032","12,048","86,643",13.9%,57,30.5,41,21.3,38,19.0,21,26.9,20,10.4,20,9.8,21,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 15 , Bexar County ,"1,550,160",4,"1,243.3","497,828",32.1%,"121,358",7.8%,"886,417",57.2%,"44,557",2.9%,"125,760","61,706","64,054",8.1%,"226,420","110,728","115,692",14.6%,"692,823","344,972","347,851",44.7%,"345,739","180,713","165,026",22.3%,"159,418","93,298","66,120",10.3%,"791,417","758,743",51.1%,48.9%,4.7%,"10,204","189,158","$32,991","313,879"," 26,488 ","1,367",5.2%,"10,747",40.6%,"2,579",9.7%,"18,303",71.3%,76.8,91,5.9,131,8.5,"2,572",165.9,"7,632",492.3,61,3.9,827,53.3,201,13.0,"10,626",782.2,#REF!,#REF!,"2,607",195.5,627,47.1,"2,308",170.9,535,40.2,194,24.9,439,33.5,434,32.5,168,6.3,146,5.5,599,41.4,195,12.5,132,8.2,158,10.4,"252,010","1,518,133",16.6%,"103,155","428,029",24.1%,"148,855","1,090,104",13.7%,"19,452","14,986","26,299",57.0%,"729,640","34,343",4.7%,"1,551,362","51,180,983,742","$32,991","1,246.8","25,657","348,794","1,417,923",25%,"264,105","969,086","84,689","448,837",18.9%,281,21.6,179,13.5,218,16.2,115,23.0,209,15.6,224,15.7,187,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 16 , Blanco County ,"9,383",170,13.2,"7,760",82.7%,67,0.7%,"1,505",16.0%,51,0.5%,535,260,275,5.7%,"1,141",543,598,12.2%,"3,223","1,573","1,650",34.3%,"2,990","1,514","1,476",31.9%,"1,494",796,698,15.9%,"4,686","4,697",49.9%,50.1%,3.9%,2,297,"$33,803","1,080", 106 ,2,1.9%,29,27.4%,9,8.5%,65,61.9%,67.4,0,---,0,---,0,---,6,63.9,2,21.3,13,138.5,0,---,89,729.3,#REF!,#REF!,24,178.2,4,---,18,---,5,---,1,---,4,---,0,---,0,---,0,---,7,---,5,---,0,---,1,---,"1,130","9,040",12.5%,386,"2,156",17.9%,744,"6,884",10.8%,114,38,103,36.9%,"4,664",181,3.9%,"8,990","303,888,970","$33,803",711.2,105,"2,755","8,089",34%,"2,044","5,841",711,"2,248",31.6%,0,---,3,---,2,---,2,---,1,---,0,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 17 , Borden County ,710,251,0.8,613,86.3%,2,0.3%,93,13.1%,2,0.3%,28,13,15,3.9%,60,29,31,8.5%,258,132,126,36.3%,202,92,110,28.5%,162,75,87,22.8%,341,369,48.0%,52.0%,4.7%,0,3,"$20,444",21, 3 ,0,0.0%,1,33.3%,0,0.0%,2,200.0%,22.7,0,---,0,---,0,---,0,---,0,---,0,---,0,---,5,---,#REF!,#REF!,2,---,0,---,3,---,0,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,62,646,9.6%,12,111,10.8%,50,535,9.3%,6,1,6,16.7%,408,19,4.7%,628,"12,838,832","$20,444",898.8,1,182,500,36%,157,407,25,93,26.9%,0,---,0,---,1,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 18 , Bosque County ,"18,272",127,18.5,"15,067",82.5%,363,2.0%,"2,734",15.0%,108,0.6%,"1,069",526,543,5.9%,"2,231","1,066","1,165",12.2%,"6,269","3,079","3,190",34.3%,"5,029","2,534","2,495",27.5%,"3,674","1,990","1,684",20.1%,"9,195","9,077",50.3%,49.7%,4.9%,68,"1,766","$25,418","3,320", 184 ,9,4.9%,74,40.2%,18,9.8%,109,49.8%,59.8,1,5.5,0,---,3,16.4,27,147.8,1,5.5,1,5.5,0,---,242,853.3,#REF!,#REF!,73,249.8,15,---,55,201.4,16,---,1,---,15,---,7,---,0,---,1,---,12,---,4,---,1,---,0,---,"2,668","17,553",15.2%,950,"3,992",23.8%,"1,718","13,561",12.7%,270,117,201,58.2%,"8,206",406,4.9%,"17,804","452,542,072","$25,418",989.2,219,"3,751","14,398",26%,"2,910","10,326",841,"4,072",20.7%,14,---,9,---,6,---,4,---,4,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 19 , Bowie County ,"93,286",40,105.1,"63,409",68.0%,"23,208",24.9%,"5,419",5.8%,"1,250",1.3%,"6,019","2,961","3,058",6.5%,"11,699","5,773","5,926",12.5%,"38,647","17,460","21,187",41.4%,"24,117","11,794","12,323",25.9%,"12,804","7,525","5,279",13.7%,"45,513","47,773",48.8%,51.2%,5.4%,610,"11,401","$28,567","18,337"," 1,232 ",78,6.3%,600,48.7%,109,8.8%,659,57.1%,70.6,5,5.5,0,---,230,246.6,370,396.6,0,---,97,104.0,10,11.1,876,832.9,#REF!,#REF!,271,253.2,46,43.2,183,173.7,61,58.4,10,---,52,49.1,22,21.8,5,---,7,---,34,35.6,20,---,12,---,11,---,"14,360","84,471",17.0%,"5,234","21,363",24.5%,"9,126","63,108",14.5%,675,757,"1,204",62.9%,"42,782","2,296",5.4%,"91,129","2,603,282,143","$28,567",887.9,"1,154","13,720","73,811",19%,"11,031","52,379","2,689","21,432",12.5%,24,21.1,24,22.0,18,---,7,---,12,---,9,---,19,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20 , Brazoria County ,"286,773",15,206.8,"175,090",61.1%,"26,075",9.1%,"76,109",26.5%,"9,499",3.3%,"21,664","10,619","11,045",7.6%,"43,187","21,101","22,086",15.1%,"123,458","57,713","65,745",43.1%,"72,835","34,741","38,094",25.4%,"25,629","14,016","11,613",8.9%,"138,190","148,583",48.2%,51.8%,5.0%,759,"18,471","$32,953","35,305"," 4,814 ",152,3.2%,"1,517",31.5%,410,8.5%,"3,030",68.4%,83.4,5,1.8,7,2.4,150,52.3,451,157.3,1,0.3,65,22.7,21,7.5,"1,832",861.1,#REF!,#REF!,470,238.6,77,39.0,434,191.9,129,56.8,36,29.5,118,59.1,56,26.3,27,5.6,23,4.8,125,46.3,56,20.1,6,---,34,11.7,"33,363","275,727",12.1%,"12,270","77,170",15.9%,"21,093","198,557",10.6%,"3,044","1,984","4,634",42.8%,"134,940","6,783",5.0%,"283,704","9,348,897,912","$32,953","1,386.4","4,427","61,497","259,140",24%,"45,863","176,448","15,634","82,692",18.9%,59,35.3,36,17.2,53,24.0,21,25.7,26,12.7,29,10.8,31,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 21 , Brazos County ,"167,228",23,285.5,"104,775",62.7%,"19,071",11.4%,"35,088",21.0%,"8,294",5.0%,"11,297","5,535","5,762",6.8%,"18,694","9,095","9,599",11.2%,"98,229","46,427","51,802",58.7%,"27,748","14,136","13,612",16.6%,"11,260","6,529","4,731",6.7%,"81,722","85,506",48.9%,51.1%,4.1%,621,"13,940","$25,098","21,959"," 2,484 ",108,4.3%,886,35.7%,218,8.8%,"1,496",62.4%,53.5,3,1.8,4,2.4,311,186.0,751,449.1,13,7.8,42,25.1,6,3.6,778,763.7,#REF!,#REF!,194,203.2,48,50.1,151,149.6,42,42.8,11,---,38,39.5,34,32.4,15,---,19,---,56,41.7,30,20.0,8,---,13,---,"39,375","145,833",27.0%,"7,864","34,341",22.9%,"31,511","111,492",28.3%,"1,311","1,262","2,422",52.1%,"87,028","3,534",4.1%,"167,597","4,206,349,506","$25,098",585.8,"2,396","57,715","148,642",39%,"50,770","111,788","6,945","36,854",18.8%,28,30.0,11,---,12,---,5,---,8,---,6,---,11,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 22 , Brewster County ,"9,231",172,1.5,"4,733",51.3%,104,1.1%,"4,279",46.4%,115,1.2%,591,287,304,6.4%,956,472,484,10.4%,"3,907","1,929","1,978",42.3%,"2,373","1,197","1,176",25.7%,"1,404",736,668,15.2%,"4,621","4,610",50.1%,49.9%,3.4%,21,821,"$28,635","1,506", 126 ,9,7.1%,61,48.4%,9,7.1%,70,64.2%,65.3,0,---,0,---,4,43.3,23,249.2,0,---,4,43.3,0,---,66,609.7,#REF!,#REF!,19,---,5,---,15,---,3,---,2,---,7,---,0,---,0,---,2,---,4,---,0,---,0,---,2,---,"1,672","8,574",19.5%,482,"1,898",25.4%,"1,190","6,676",17.8%,46,77,121,63.6%,"5,421",186,3.4%,"9,127","261,351,645","$28,635","6,192.6",109,"2,693","7,489",36%,"2,229","5,588",464,"1,901",24.4%,0,---,3,---,0,---,2,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 23 , Briscoe County ,"1,573",241,1.7,"1,139",72.4%,35,2.2%,393,25.0%,6,0.4%,98,46,52,6.2%,204,118,86,13.0%,539,268,271,34.3%,397,192,205,25.2%,335,182,153,21.3%,806,767,51.2%,48.8%,4.7%,0,94,"$23,475",286, 22 ,3,13.6%,8,36.4%,0,0.0%,8,53.3%,82.1,0,---,0,---,0,---,1,63.6,0,---,0,---,0,---,17,---,#REF!,#REF!,3,---,1,---,6,---,3,---,1,---,4,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,262,"1,598",16.4%,112,410,27.3%,150,"1,188",12.6%,29,6,19,31.6%,695,33,4.7%,"1,562","36,667,950","$23,475",900.3,15,485,"1,196",41%,379,854,106,342,31.0%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 24 , Brooks County ,"7,729",182,8.2,598,7.7%,6,0.1%,"7,102",91.9%,23,0.3%,667,324,343,8.6%,"1,200",580,620,15.5%,"2,938","1,480","1,458",38.0%,"1,791",902,889,23.2%,"1,133",651,482,14.7%,"3,937","3,792",50.9%,49.1%,6.3%,171,"2,672","$19,391","3,629", 140 ,18,12.9%,87,62.1%,22,15.7%,53,38.1%,94.6,0,---,0,---,7,90.6,23,297.6,0,---,0,---,1,12.9,85,1009.1,#REF!,#REF!,31,362.3,1,---,15,---,2,---,3,---,4,---,1,---,0,---,0,---,7,---,5,---,1,---,0,---,"2,681","7,638",35.1%,"1,080","2,264",47.7%,"1,601","5,374",29.8%,113,106,143,74.1%,"3,035",190,6.3%,"7,573","146,848,043","$19,391",943.3,139,"1,460","6,434",23%,"1,134","4,294",326,"2,140",15.2%,1,---,3,---,1,---,1,---,2,---,7,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 25 , Brown County ,"38,617",76,40.9,"29,579",76.6%,"1,659",4.3%,"7,036",18.2%,343,0.9%,"2,600","1,273","1,327",6.7%,"4,865","2,349","2,516",12.6%,"14,992","7,165","7,827",38.8%,"9,637","4,902","4,735",25.0%,"6,523","3,726","2,797",16.9%,"19,415","19,202",50.3%,49.7%,4.5%,332,"5,169","$24,735","8,771", 516 ,26,5.0%,205,39.7%,47,9.1%,360,77.1%,72.0,2,5.3,1,2.6,42,108.8,76,196.8,1,2.6,26,67.3,4,10.5,457,925.7,#REF!,#REF!,92,178.1,46,87.7,103,209.1,29,57.4,9,---,41,79.9,15,---,6,---,3,---,22,57.3,8,---,0,---,6,---,"7,148","36,656",19.5%,"2,422","8,839",27.4%,"4,726","27,817",17.0%,412,330,487,67.8%,"19,053",853,4.5%,"38,478","951,753,330","$24,735",943.9,467,"6,663","30,734",22%,"5,324","21,871","1,339","8,863",15.1%,10,---,13,---,12,---,2,---,4,---,9,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 26 , Burleson County ,"18,101",128,27.2,"12,294",67.9%,"2,721",15.0%,"2,984",16.5%,102,0.6%,"1,238",605,633,6.8%,"2,306","1,122","1,184",12.7%,"6,688","3,326","3,362",36.9%,"4,866","2,488","2,378",26.9%,"3,003","1,669","1,334",16.6%,"9,210","8,891",50.9%,49.1%,4.1%,95,"1,891","$27,152","3,173", 214 ,10,4.7%,80,37.4%,19,8.9%,129,62.3%,64.3,0,---,0,---,26,143.6,53,292.8,0,---,37,204.4,0,---,162,741.5,#REF!,#REF!,42,186.8,14,---,36,158.6,5,---,7,---,10,---,6,---,1,---,2,---,7,---,4,---,1,---,3,---,"3,134","16,759",18.7%,997,"4,020",24.8%,"2,137","12,739",16.8%,210,92,205,44.9%,"8,357",341,4.1%,"16,588","450,397,376","$27,152",665.5,207,"3,575","13,813",26%,"2,803","9,873",772,"3,940",19.6%,7,---,1,---,6,---,1,---,1,---,2,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 27 , Burnet County ,"40,642",73,40.8,"33,014",81.2%,529,1.3%,"6,790",16.7%,309,0.8%,"2,408","1,178","1,230",5.9%,"4,887","2,429","2,458",12.0%,"14,331","7,239","7,092",35.3%,"11,644","5,856","5,788",28.7%,"7,372","3,972","3,400",18.1%,"20,674","19,968",50.9%,49.1%,4.1%,67,"2,666","$31,809","5,991", 521 ,23,4.4%,174,33.4%,29,5.6%,304,65.0%,72.0,2,5.0,0,---,19,46.7,76,187.0,8,19.7,24,59.1,0,---,388,773.5,#REF!,#REF!,91,179.3,19,---,88,163.1,26,46.6,4,---,28,51.4,4,---,1,---,2,---,34,82.7,22,57.3,0,---,9,---,"5,874","41,660",14.1%,"1,941","9,113",21.3%,"3,933","32,547",12.1%,661,293,519,56.5%,"21,333",880,4.1%,"42,339","1,346,761,251","$31,809",996.0,468,"9,930","33,578",30%,"7,587","23,831","2,343","9,747",24.0%,12,---,11,---,6,---,4,---,7,---,6,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 28 , Caldwell County ,"35,562",81,65.2,"16,791",47.2%,"3,015",8.5%,"15,486",43.5%,270,0.8%,"2,657","1,301","1,356",7.5%,"5,084","2,457","2,627",14.3%,"15,365","7,452","7,913",43.2%,"8,283","4,109","4,174",23.3%,"4,173","2,370","1,803",11.7%,"17,689","17,873",49.7%,50.3%,4.9%,208,"4,356","$23,008","8,838", 531 ,44,8.3%,210,39.5%,40,7.5%,323,60.9%,71.3,0,---,0,---,16,45.0,86,241.8,4,11.2,20,56.2,1,2.9,293,823.8,#REF!,#REF!,65,175.0,14,---,79,228.1,14,---,6,---,10,---,18,---,0,---,1,---,14,---,7,---,0,---,2,---,"5,390","35,000",15.4%,"2,010","9,481",21.2%,"3,380","25,519",13.2%,536,283,535,52.9%,"15,911",784,4.9%,"36,206","833,027,648","$23,008",545.7,530,"8,150","31,377",26%,"6,485","21,753","1,665","9,624",17.3%,15,---,6,---,8,---,7,---,6,---,1,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 29 , Calhoun County ,"20,843",114,40.7,"10,309",49.5%,549,2.6%,"9,113",43.7%,872,4.2%,"1,577",769,808,7.6%,"3,164","1,516","1,648",15.2%,"7,998","3,943","4,055",38.4%,"5,151","2,519","2,632",24.7%,"2,953","1,562","1,391",14.2%,"10,309","10,534",49.5%,50.5%,4.9%,92,"2,365","$26,457","4,480", 303 ,17,5.6%,153,50.5%,23,7.6%,181,60.9%,76.8,1,4.8,0,---,13,62.4,34,163.1,0,---,0,---,0,---,199,914.1,#REF!,#REF!,53,241.6,8,---,40,173.7,16,---,3,---,8,---,14,---,3,---,0,---,10,---,3,---,0,---,1,---,"3,776","20,411",18.5%,"1,477","5,616",26.3%,"2,299","14,795",15.5%,277,210,294,71.4%,"9,389",460,4.9%,"20,276","536,442,132","$26,457",512.3,297,"4,277","17,444",25%,"3,350","11,976",927,"5,468",17.0%,16,---,3,---,3,---,2,---,5,---,5,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 30 , Callahan County ,"13,510",150,15.0,"12,406",91.8%,41,0.3%,915,6.8%,148,1.1%,754,367,387,5.6%,"1,668",825,843,12.3%,"4,920","2,476","2,444",36.4%,"3,681","1,881","1,800",27.2%,"2,487","1,379","1,108",18.4%,"6,928","6,582",51.3%,48.7%,3.9%,49,"1,333","$25,945","2,328", 159 ,10,6.3%,56,35.2%,22,13.8%,103,66.0%,64.2,0,---,0,---,4,29.6,14,103.6,0,---,3,22.2,1,7.4,156,866.5,#REF!,#REF!,44,240.8,5,---,35,183.6,17,---,3,---,10,---,12,---,2,---,0,---,6,---,3,---,0,---,2,---,"1,899","13,373",14.2%,642,"2,892",22.2%,"1,257","10,481",12.0%,157,74,165,44.8%,"7,120",277,3.9%,"13,288","344,757,160","$25,945",898.6,156,"2,844","11,133",26%,"2,293","8,187",551,"2,946",18.7%,4,---,6,---,6,---,2,---,2,---,3,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
